id_alerta,id_transaccion,fecha_alerta,tipo_fraude,nivel_riesgo,estado_alerta,provincia
FRD003205,TRX0041023,2025-11-15 17:06:03,Robo de Identidad,Alto,Falso Positivo,Cartago
FRD007125,TRX0007895,2026-04-14 09:06:58,Uso Indebido en el Extranjero,Alto,Confirmado,Heredia
FRD005375,TRX0022889,2024-11-08 05:59:06,Suplantación de Comercio,Medio,Confirmado,Guanacaste
FRD006552,TRX0039137,2025-01-11 05:23:12,Uso Indebido en el Extranjero,Bajo,Confirmado,San José
FRD002404,TRX0005736,2025-10-05 14:32:56,Uso Indebido en el Extranjero,Bajo,Falso Positivo,San José
FRD002293,TRX0004164,2025-12-03 04:45:22,Clonación de Tarjeta,Alto,Falso Positivo,Puntarenas
FRD002880,TRX0031903,2025-06-04 00:38:21,Clonación de Tarjeta,Medio,En Investigación,Puntarenas
FRD006384,TRX0026453,2026-06-12 10:36:11,Uso Indebido en el Extranjero,Alto,Descartado,Alajuela
FRD007709,TRX0039980,2025-06-25 16:07:21,Uso Indebido en el Extranjero,Alto,En Investigación,Guanacaste
FRD004954,TRX0034255,2025-07-23 06:57:49,Transacción No Reconocida,Medio,Falso Positivo,Cartgago
FRD003484,TRX0033768,2025-10-15 10:49:15,Uso Indebido en el Extranjero,Bajo,Falso Positivo,Alajuela
FRD007678,TRX0046729,2026-04-01 06:02:18,Robo de Identidad,Alto,Falso Positivo,Alajuela
FRD000984,TRX0008927,2024-08-31 07:19:04,Phishing,Alto,Falso Positivo,Alajuela
FRD007913,TRX0023908,2025-10-14 11:25:24,Uso Indebido en el Extranjero,Alto,Falso Positivo,Limón
FRD005198,TRX0004182,2025-10-17 17:14:30,Clonación de Tarjeta,Medio,Descartado,Limón
FRD003005,TRX0027747,2025-11-19 03:41:07,Uso Indebido en el Extranjero,Alto,Confirmado,Alajuela
FRD003095,TRX0030515,2026-02-21 10:51:31,Transacción No Reconocida,Alto,Descartado,San José
FRD002302,TRX0006119,2025-01-05 08:02:02,Suplantación de Comercio,Medio,Falso Positivo,Puntarenas
FRD004729,TRX0032053,2026-02-05 02:03:54,Clonación de Tarjeta,Alto,Confirmado, Cartgago
FRD000152,TRX0046387,2025-08-14 20:12:09,Clonación de Tarjeta,Medio,En Investigación,ALAJUELA
FRD003228,TRX0039683,2025-12-19 18:23:06,Transacción No Reconocida,Bajo,Descartado,Cartago
FRD001323,TRX0044331,2026-05-05 05:53:17,Uso Indebido en el Extranjero,Medio,En Investigación,San José
FRD005686,TRX0031745,2026-05-10 06:15:04,Robo de Identidad,Alto,Falso Positivo,Limón
FRD007329,TRX0049581,2024-08-18 07:38:09,Suplantación de Comercio,Alto,Confirmado,Guanacaste
FRD002084,TRX0010161,2026-05-01 15:40:03,Robo de Identidad,Bajo,Falso Positivo,Limón
FRD002126,TRX0041372,2024-12-25 05:58:52,Uso Indebido en el Extranjero,Alto,Descartado,Alajuela
FRD006950,TRX0044875,2026-05-26 20:13:44,Uso Indebido en el Extranjero,Medio,Descartado,Guanacaste
FRD000186,TRX0045209,2026-02-16 18:00:16,Robo de Identidad,Alto,Confirmado,San José
FRD004188,TRX0010321,2024-11-07 06:29:17,Transacción No Reconocida,Bajo,Confirmado,Limón
FRD002717,TRX0049633,2024-07-03 00:28:58,Phishing,Alto,En Investigación,Cartago
FRD006859,TRX0038914,2026-01-21 00:34:08,Robo de Identidad,Alto,Falso Positivo,LIMON
FRD007900,TRX0021851,2025-11-12 07:33:57,Transacción No Reconocida,Bajo,En Investigación,San José
FRD007055,TRX0007691,2025-10-16 12:29:55,Uso Indebido en el Extranjero,Bajo,En Investigación,Guanacaste
FRD006660,TRX0036216,2026-03-05 15:00:53,Phishing,Alto,Confirmado,San José
FRD000327,TRX0032894,2024-09-06 02:41:25,Uso Indebido en el Extranjero,Medio,En Investigación,Guanacaste
FRD004139,TRX0042477,2024-10-24 11:19:15,Uso Indebido en el Extranjero,Medio,Descartado,puntarenas
FRD003097,TRX0044802,2025-03-09 18:53:01,Clonación de Tarjeta,Alto,Confirmado,Alajuela
FRD007878,TRX0043264,2026-05-21 16:47:48,Uso Indebido en el Extranjero,Alto,Confirmado,San José
FRD006351,TRX0041514,2025-07-20 05:16:23,Phishing,Medio,Descartado,San José
FRD000821,TRX0029549,2025-12-30 01:48:20,Uso Indebido en el Extranjero,Alto,Descartado,Alajuela
FRD001598,TRX0031227,2025-05-25 10:06:25,Phishing,Alto,En Investigación,Guanacaste
FRD007487,TRX0025581,2025-03-13 20:06:18,Uso Indebido en el Extranjero,Medio,Descartado,Puntarenas
FRD006816,TRX0019475,2026-03-26 05:37:47,Uso Indebido en el Extranjero,Medio,Descartado,Puntarenas
FRD006242,TRX0012906,2025-03-10 12:18:29,Robo de Identidad,Medio,En Investigación,GUANACASTE
FRD005400,TRX0003874,2025-08-16 18:14:38,Suplantación de Comercio,Alto,En Investigación,guanacaste
FRD007972,TRX0015768,2024-09-26 21:03:35,Suplantación de Comercio,Bajo,Falso Positivo,Limón
FRD007467,TRX0002828,2024-12-18 14:19:57,Transacción No Reconocida,Medio,En Investigación,Guanacaste
FRD003142,TRX0040184,2024-07-14 23:07:44,Phishing,Medio,Falso Positivo,Alajuela
FRD004880,TRX0044319,2025-05-30 23:47:40,Clonación de Tarjeta,Bajo,Descartado,Cartago
FRD007069,TRX0040593,2026-05-16 06:18:11,Suplantación de Comercio,Medio,Confirmado,Alajuela
FRD001753,TRX0004584,2024-12-12 15:26:02,Phishing,Medio,Confirmado, San José
FRD005570,TRX0013345,2024-10-08 02:31:12,Transacción No Reconocida,Bajo,Descartado,Limón
FRD002727,TRX0022193,2026-02-26 13:59:38,Phishing,Bajo,Confirmado,Limón
FRD004034,TRX0000720,2025-03-14 22:09:04,Clonación de Tarjeta,Medio,Confirmado,San José
FRD005276,TRX0043881,2024-10-22 13:23:22,Clonación de Tarjeta,Alto,Descartado,Guanacaste
FRD002143,TRX0023616,2026-06-22 08:20:18,Clonación de Tarjeta,Medio,Falso Positivo,Guanacaste
FRD001209,TRX0043113,2024-10-14 05:15:43,Transacción No Reconocida,Alto,Descartado,Cartgago
FRD006957,TRX0000176,2025-05-13 11:32:08,Clonación de Tarjeta,Medio,En Investigación,Guanacaste
FRD000776,TRX0011047,2026-01-20 04:30:00,Uso Indebido en el Extranjero,Bajo,Falso Positivo,Guanacaste
FRD000615,TRX0010707,2025-03-24 11:06:45,Suplantación de Comercio,Medio,En Investigación,Alajuela
FRD000775,TRX0034109,2025-02-12 22:17:44,Transacción No Reconocida,Alto,Confirmado,Guanacaste
FRD001920,TRX0039472,2026-04-18 07:07:04,Robo de Identidad,Medio,Descartado,Heredia
FRD002445,TRX0025206,2024-09-30 21:34:04,Robo de Identidad,Medio,Descartado,Puntarenas
FRD005654,TRX0012920,2026-06-08 08:44:03,Suplantación de Comercio,Bajo,En Investigación,Alajuela
FRD002798,TRX0000273,2025-01-14 03:41:27,Clonación de Tarjeta,Medio,Confirmado, Puntarenas
FRD004272,TRX0022974,2025-06-18 07:11:25,Suplantación de Comercio,Bajo,Descartado,Limón
FRD006435,TRX0044000,2026-05-15 21:10:40,Uso Indebido en el Extranjero,Medio,Descartado,San José
FRD000378,TRX0016545,2025-10-06 05:56:17,Suplantación de Comercio,Bajo,Descartado,Limón
FRD000741,TRX0005399,2026-01-17 10:37:28,Phishing,Medio,En Investigación,San José
FRD007092,TRX0044166,2026-05-07 03:48:01,Robo de Identidad,Medio,Confirmado,Guanacaste
FRD000392,TRX0037126,2026-02-24 16:50:19,Uso Indebido en el Extranjero,Alto,Falso Positivo,Puntarenas
FRD005115,TRX0032227,2025-07-07 23:46:45,Robo de Identidad,Medio,Falso Positivo,LIMON
FRD002253,TRX0047358,2024-09-23 20:02:19,Phishing,Bajo,Descartado,Hereda
FRD007288,TRX0014640,2025-01-27 04:45:52,Transacción No Reconocida,Bajo,Falso Positivo,San José
FRD006172,TRX0020981,2025-01-10 11:57:50,Clonación de Tarjeta,Alto,Falso Positivo,Alajuela
FRD000473,TRX0029653,2026-06-06 07:16:27,Clonación de Tarjeta,Medio,En Investigación,Puntarenas
FRD006831,TRX0023148,2026-06-01 03:00:39,Transacción No Reconocida,Medio,Descartado,Cartgago
FRD007017,TRX0011019,2024-09-02 00:53:22,Uso Indebido en el Extranjero,Medio,Descartado,San José
FRD005190,TRX0009672,2024-11-15 14:05:09,Robo de Identidad,Medio,Confirmado,Guanacaste
FRD003107,TRX0032884,2025-04-24 11:59:27,Uso Indebido en el Extranjero,Alto,Falso Positivo,Cartgago
FRD004118,TRX0013942,2025-11-30 21:03:12,Robo de Identidad,,En Investigación,Limón
FRD007153,TRX0028059,2024-08-05 06:46:44,Robo de Identidad,Medio,Descartado,Puntarenas
FRD002454,TRX0024055,2026-05-05 23:01:35,Robo de Identidad,Medio,Descartado,San José
FRD006600,TRX0011660,2026-05-23 08:18:10,Clonación de Tarjeta,Medio,En Investigación,Cartago
FRD003593,TRX0032170,2025-10-09 09:48:24,Transacción No Reconocida,Bajo,Falso Positivo,Heredia
FRD007203,TRX0002505,2025-03-26 02:02:17,Transacción No Reconocida,Bajo,Falso Positivo,Puntarenas
FRD005642,TRX0043191,2026-04-15 19:59:53,Transacción No Reconocida,Alto,En Investigación,Puntarenas
FRD001046,TRX0020025,2024-12-31 14:14:16,Clonación de Tarjeta,Bajo,Descartado,Guanacaste
FRD003703,TRX0038435,2024-12-17 21:47:30,Phishing,Alto,Confirmado,Puntarenas
FRD006812,TRX0039967,2024-09-09 07:52:52,Clonación de Tarjeta,Alto,Confirmado,San José
FRD006959,TRX0046258,2025-08-30 06:18:59,Clonación de Tarjeta,Bajo,En Investigación,San José
FRD003172,TRX0018641,2025-04-09 18:12:59,Suplantación de Comercio,Medio,En Investigación,Alajuela
FRD002003,TRX0035602,2025-07-29 00:39:56,Phishing,Alto,Descartado,Puntarenas
FRD005176,TRX0022849,2025-05-03 18:32:34,Clonación de Tarjeta,Alto,Descartado,Cartago
FRD005033,TRX0012727,2024-08-22 00:36:58,Transacción No Reconocida,Bajo,Descartado,Puntarenas
FRD003969,TRX0026039,2025-02-24 12:57:44,Clonación de Tarjeta,Alto,Falso Positivo,Guanacaste
FRD001169,TRX0042707,2026-02-26 07:45:26,Suplantación de Comercio,Medio,En Investigación,Alajuela
FRD003565,TRX0033268,2026-03-11 06:13:13,Transacción No Reconocida,Medio,Confirmado,Limón
FRD002783,TRX0020467,2026-05-06 09:57:44,Suplantación de Comercio,Alto,En Investigación,Alajuela
FRD007740,TRX0036204,2026-01-19 15:02:42,Transacción No Reconocida,Medio,Falso Positivo,San José
FRD002537,TRX0025440,2026-02-23 12:43:35,Robo de Identidad,Alto,Descartado,Heredia
FRD006124,TRX0019828,2025-10-04 05:03:29,Robo de Identidad,Bajo,Falso Positivo,Puntarenas
FRD006117,TRX0034181,2025-04-15 17:57:49,Suplantación de Comercio,Medio,Confirmado,Limón
FRD002133,TRX0029975,2025-04-12 17:50:46,Phishing,Medio,Falso Positivo,Cartago
FRD004646,TRX0035515,2025-09-21 18:01:18,Robo de Identidad,Medio,Descartado,San José
FRD006075,TRX0044703,2026-06-12 01:16:35,Clonación de Tarjeta,Medio,Confirmado,San José
FRD001029,TRX0039972,2025-09-30 23:00:34,Phishing,Medio,Descartado,Limón
FRD000918,TRX0025544,2026-01-07 06:24:14,Suplantación de Comercio,Medio,En Investigación,Alajuela
FRD007412,TRX0038138,2025-10-15 11:40:34,Phishing,Bajo,Confirmado,San José
FRD001665,TRX0037210,2025-01-24 04:33:48,Uso Indebido en el Extranjero,Bajo,Descartado,Guanacaste
FRD002932,TRX0005021,2024-12-29 21:00:32,Uso Indebido en el Extranjero,Medio,Confirmado,Cartago
FRD002795,TRX0024258,2026-02-11 03:14:42,Clonación de Tarjeta,Alto,En Investigación,Alajuela
FRD003591,TRX0022362,2024-09-16 02:19:38,Suplantación de Comercio,Alto,Falso Positivo,LIMON
FRD003284,TRX0026973,2025-12-17 15:56:29,Transacción No Reconocida,Alto,Falso Positivo,Limón
FRD002925,TRX0002015,2026-02-20 19:21:21,Clonación de Tarjeta,Alto,Falso Positivo,Limón
FRD003336,TRX0026475,2025-12-18 00:49:28,Uso Indebido en el Extranjero,Alto,Descartado,Alajuela
FRD005290,TRX0020823,2026-04-29 09:25:54,Robo de Identidad,Alto,En Investigación,San José
FRD004035,TRX0023443,2025-09-19 02:41:13,Clonación de Tarjeta,Alto,En Investigación,Puntarenas
FRD007376,TRX0035103,2026-01-20 07:27:08,Uso Indebido en el Extranjero,Medio,Descartado,Alajuela
FRD003442,TRX0027885,2025-03-15 18:27:04,Robo de Identidad,Medio,Falso Positivo,Guanacaste
FRD002114,TRX0007792,2025-08-31 06:01:38,Robo de Identidad,Alto,Descartado,Heredia
FRD003745,TRX0027126,2025-09-15 04:08:12,Uso Indebido en el Extranjero,Medio,Falso Positivo,Heredia
FRD002225,TRX0006484,2026-04-05 14:58:06,Uso Indebido en el Extranjero,Medio,En Investigación, Cartago
FRD000797,TRX0034487,2025-01-23 16:55:42,Transacción No Reconocida,Bajo,Descartado,Alajuela
FRD006737,TRX0032825,2026-05-01 03:28:49,Suplantación de Comercio,Bajo,Descartado,Heredia
FRD001462,TRX0042951,2025-02-01 11:48:27,Robo de Identidad,Bajo,En Investigación,Alajuela
FRD006671,TRX0037306,2024-12-16 19:41:40,Transacción No Reconocida,Alto,Falso Positivo,Heredia
FRD002653,TRX0020586,2024-09-11 16:08:29,Phishing,Medio,Falso Positivo,CARTGAGO
FRD007371,TRX0030343,2026-01-10 06:45:54,Transacción No Reconocida,Medio,Descartado,Alajuela
FRD005921,TRX0000580,2024-07-03 11:16:01,Transacción No Reconocida,Medio,Falso Positivo,Guanacaste
FRD001182,TRX0039743,2026-03-21 04:39:30,Suplantación de Comercio,Medio,En Investigación,Guanacaste
FRD006156,TRX0001197,2025-04-23 11:18:13,Clonación de Tarjeta,Medio,Falso Positivo,San José
FRD002921,TRX0023472,2025-11-17 09:33:53,Robo de Identidad,Medio,Confirmado,Alajuela
FRD004623,TRX0022230,2026-05-02 07:34:33,Suplantación de Comercio,Alto,En Investigación,San José
FRD002098,TRX0029965,2025-04-01 17:32:34,Phishing,Alto,Descartado,San José
FRD002491,TRX0036787,2024-08-17 17:16:33,Phishing,Bajo,Falso Positivo,San José
FRD000813,TRX0009445,2025-06-03 06:56:29,Suplantación de Comercio,Bajo,Falso Positivo,Puntarenas
FRD005998,TRX0028895,2025-07-30 22:56:09,Clonación de Tarjeta,,Descartado,Guanacaste
FRD001832,TRX0020844,2025-05-27 04:26:18,Uso Indebido en el Extranjero,Bajo,Confirmado,Hereda
FRD000805,TRX0027149,2026-03-06 04:35:26,Robo de Identidad,Alto,Confirmado,Heredia
FRD003249,TRX0007456,2026-04-16 05:19:25,Phishing,Alto,En Investigación,Guanacaste
FRD000173,TRX0020235,2026-05-05 02:40:45,Robo de Identidad,Medio,Falso Positivo,San José
FRD001975,TRX0004759,2024-11-17 19:51:43,Robo de Identidad,Alto,En Investigación,Puntarenas
FRD006804,TRX0027533,2025-11-17 08:38:01,Robo de Identidad,Alto,Descartado,Alajuela
FRD003974,TRX0024443,2026-02-18 08:25:38,Uso Indebido en el Extranjero,Alto,Descartado,Heredia
FRD005516,TRX0034617,2025-04-11 09:43:47,Phishing,Alto,Falso Positivo,alajuela
FRD001120,TRX0029060,2026-03-18 00:36:53,Phishing,Bajo,Descartado,San José
FRD000484,TRX0028083,2025-08-06 19:52:22,Transacción No Reconocida,Bajo,Falso Positivo,Cartgago
FRD003647,TRX0029230,2026-03-21 11:42:51,Phishing,Alto,Falso Positivo,Alajuela
FRD003129,TRX0000669,2025-07-22 00:46:58,Clonación de Tarjeta,Medio,En Investigación,Heredia
FRD005380,TRX0026938,2024-07-25 17:52:37,Uso Indebido en el Extranjero,Alto,Confirmado,Cartago
FRD007106,TRX0000802,2025-10-22 08:12:51,Suplantación de Comercio,Alto,En Investigación,Alajuela
FRD006045,TRX0034634,2025-07-07 15:47:18,Uso Indebido en el Extranjero,Bajo,Descartado,San José
FRD000794,TRX0020417,2024-10-20 11:46:20,Phishing,Alto,En Investigación,San José
FRD007235,TRX0039396,2026-05-11 11:00:18,Uso Indebido en el Extranjero,Medio,Falso Positivo,Heredia
FRD006093,TRX0001381,2026-04-09 09:51:57,Clonación de Tarjeta,Alto,Descartado,San José
FRD006899,TRX0018977,2026-02-12 23:03:57,Suplantación de Comercio,Medio,Falso Positivo,Puntarenas
FRD007347,TRX0024093,2024-11-06 04:48:18,Robo de Identidad,Alto,Confirmado,Guanacaste
FRD005436,TRX0016393,2025-05-21 20:54:05,Phishing,Bajo,Confirmado,Puntarenas
FRD004539,TRX0038784,2026-04-14 11:52:20,Uso Indebido en el Extranjero,Alto,Confirmado,Alajuela
FRD001475,TRX0022053,2026-01-23 11:42:21,Clonación de Tarjeta,Bajo,En Investigación, Guanacaste
FRD002956,TRX0047417,2025-12-08 21:40:42,Suplantación de Comercio,Bajo,Confirmado,Heredia
FRD000619,TRX0044787,2025-12-21 11:26:17,Transacción No Reconocida,Alto,En Investigación, Limón
FRD004327,TRX0014948,2025-07-01 13:43:20,Transacción No Reconocida,Bajo,En Investigación,guanacaste
FRD007011,TRX0011261,2025-08-14 04:45:36,Robo de Identidad,Medio,Falso Positivo, Heredia
FRD003641,TRX0023645,2024-09-25 18:42:49,Phishing,Medio,Confirmado,Alajuela
FRD007013,TRX0039102,2025-12-18 19:30:57,Robo de Identidad,Medio,Falso Positivo,san josé
FRD003150,TRX0013825,2026-02-20 09:38:54,Transacción No Reconocida,Alto,Falso Positivo,Puntarenas
FRD006168,TRX0006816,2025-04-27 16:33:23,Clonación de Tarjeta,Bajo,En Investigación,Puntarenas
FRD000237,TRX0047092,2025-11-07 23:34:28,Robo de Identidad,Alto,En Investigación,Puntarenas
FRD002837,TRX0026483,2025-06-29 22:40:13,Clonación de Tarjeta,Alto,En Investigación, Heredia
FRD004754,TRX0010392,2025-08-08 13:51:14,Uso Indebido en el Extranjero,Medio,Falso Positivo,San José
FRD004396,TRX0010153,2024-12-10 10:32:08,Robo de Identidad,Alto,Confirmado,PUNTARENAS
FRD000433,TRX0005382,2026-06-20 15:49:58,Uso Indebido en el Extranjero,Alto,Descartado,Limón
FRD001473,TRX0017698,2025-09-10 02:14:16,Transacción No Reconocida,Medio,Confirmado,Alajuela
FRD006546,TRX0016391,2026-04-12 05:31:59,Robo de Identidad,Medio,En Investigación,Cartgago
FRD000419,TRX0038868,2025-12-24 15:28:00,Suplantación de Comercio,Medio,Descartado,San José
FRD002238,TRX0019057,2025-03-21 12:28:30,Uso Indebido en el Extranjero,Bajo,Falso Positivo,Limón
FRD007401,TRX0018319,2025-01-12 01:08:31,Uso Indebido en el Extranjero,Alto,Falso Positivo,Cartgago
FRD000626,TRX0023173,2025-07-09 07:17:31,Suplantación de Comercio,Alto,Confirmado,Guanacaste
FRD006491,TRX0000718,2025-04-23 10:47:59,Phishing,Bajo,Falso Positivo,Heredia
FRD006143,TRX0014359,2026-04-22 05:47:52,Clonación de Tarjeta,Medio,Descartado,Guanacaste
FRD007292,TRX0028633,2026-01-09 14:21:50,Uso Indebido en el Extranjero,Alto,Descartado,Limón
FRD004695,TRX0042696,2026-02-13 10:30:32,Robo de Identidad,Alto,Confirmado,Puntarenas
FRD007247,TRX0006523,2025-07-27 17:13:38,Transacción No Reconocida,Bajo,Descartado,Puntarenas
FRD003350,TRX0031859,2025-07-25 03:34:48,Phishing,Alto,En Investigación,Guanacaste
FRD006929,TRX0049592,2024-11-02 15:45:20,Uso Indebido en el Extranjero,Alto,Descartado,Alajuela
FRD001538,TRX0000227,2026-02-04 16:49:30,Suplantación de Comercio,Medio,Descartado,Puntarenas
FRD001331,TRX0007557,2025-01-26 01:04:38,Robo de Identidad,Bajo,Descartado,Heredia
FRD003986,TRX0009111,2025-01-26 21:26:19,Robo de Identidad,Bajo,Confirmado,Alajuela
FRD002602,TRX0043727,2025-01-17 06:41:27,Transacción No Reconocida,Bajo,Descartado,Puntarenas
FRD000534,TRX0004165,2026-06-03 10:48:34,Transacción No Reconocida,Bajo,Falso Positivo, Puntarenas
FRD007357,TRX0035989,2026-03-12 19:18:45,Uso Indebido en el Extranjero,Medio,Descartado,Limón
FRD002759,TRX0027346,2025-05-29 04:51:32,Transacción No Reconocida,Bajo,Confirmado,Alajuela
FRD000056,TRX0025917,2026-02-04 12:37:40,Transacción No Reconocida,Alto,Descartado,ALAJUELA
FRD005785,TRX0017351,2026-03-19 19:29:27,Uso Indebido en el Extranjero,Alto,Confirmado,Guanacaste
FRD000188,TRX0044977,2025-03-17 09:17:18,Uso Indebido en el Extranjero,Medio,Descartado,Alajuela
FRD001044,TRX0022299,2026-02-14 04:16:04,Uso Indebido en el Extranjero,Bajo,En Investigación,Cartago
FRD007749,TRX0031440,2025-08-15 11:40:09,Transacción No Reconocida,Medio,En Investigación,Puntarenas
FRD001890,TRX0030755,2026-03-27 04:16:33,Robo de Identidad,Medio,Descartado,Puntarenas
FRD004479,TRX0006923,2025-09-14 03:31:09,Transacción No Reconocida,Medio,En Investigación,Puntarenas
FRD006129,TRX0011211,2026-03-11 15:07:44,Robo de Identidad,Alto,Falso Positivo,GUANACASTE
FRD004521,TRX0018583,2025-12-27 08:45:27,Clonación de Tarjeta,Alto,Confirmado,Limón
FRD006559,TRX0009125,2025-10-17 03:19:26,Clonación de Tarjeta,Medio,Confirmado,Limón
FRD005529,TRX0044970,2026-03-29 11:33:02,Clonación de Tarjeta,Alto,Confirmado,Guanacaste
FRD000102,TRX0040168,2024-11-17 22:29:27,Suplantación de Comercio,Alto,Descartado,Heredia
FRD001917,TRX0028586,2025-11-12 02:13:12,Uso Indebido en el Extranjero,Alto,Falso Positivo,Alajuela
FRD001859,TRX0002825,2026-06-01 22:33:19,Transacción No Reconocida,Alto,Falso Positivo,Puntarenas
FRD001085,TRX0036939,2025-07-15 00:05:27,Phishing,Medio,Falso Positivo,San José
FRD005238,TRX0034985,2026-03-20 10:08:59,Uso Indebido en el Extranjero,Medio,Falso Positivo,Alajuela
FRD003408,TRX0016444,2026-02-01 14:52:51,Transacción No Reconocida,Bajo,Falso Positivo,Puntarenas
FRD007267,TRX0040359,2024-12-08 12:38:54,Transacción No Reconocida,Bajo,Confirmado,Alajuela
FRD003382,TRX0033406,2024-11-09 09:14:42,Transacción No Reconocida,Medio,Falso Positivo,Limón
FRD002824,TRX0028321,2025-01-05 20:56:30,Uso Indebido en el Extranjero,Alto,Confirmado,puntarenas
FRD000852,TRX0045432,2025-02-01 10:10:18,Clonación de Tarjeta,Medio,Falso Positivo, Cartgago
FRD006479,TRX0003434,2026-06-23 09:21:37,Uso Indebido en el Extranjero,Alto,Descartado,Limón
FRD001337,TRX0006898,2024-10-17 00:13:54,Uso Indebido en el Extranjero,Medio,Confirmado, Heredia
FRD007176,TRX0009829,2025-11-16 18:10:05,Suplantación de Comercio,Alto,Confirmado,Puntarenas
FRD000926,TRX0037162,2024-08-31 07:46:39,Phishing,Alto,En Investigación,Cartago
FRD006691,TRX0001540,2025-02-24 15:10:19,Suplantación de Comercio,Medio,Falso Positivo,Puntarenas
FRD001681,TRX0010526,2024-07-08 01:46:19,Robo de Identidad,Medio,En Investigación,Limón
FRD002721,TRX0039604,2026-06-04 17:37:56,Transacción No Reconocida,Alto,Falso Positivo,Cartgago
FRD007260,TRX0004914,2026-03-20 00:51:22,Phishing,Medio,Falso Positivo,Hereda
FRD006326,TRX0018793,2024-09-23 15:38:37,Suplantación de Comercio,Medio,Confirmado,Heredia
FRD004562,TRX0025003,2025-07-12 09:56:56,Clonación de Tarjeta,Medio,Falso Positivo,Limón
FRD004078,TRX0039817,2024-08-26 21:16:04,Phishing,Bajo,Descartado,Limón
FRD007380,TRX0031704,2025-07-06 02:23:45,Transacción No Reconocida,Medio,En Investigación,Alajuela
FRD002799,TRX0006846,2026-03-13 16:23:27,Robo de Identidad,Alto,Descartado,Hereda
FRD002073,TRX0033414,2026-03-13 18:04:54,Uso Indebido en el Extranjero,Alto,Falso Positivo,Heredia
FRD001498,TRX0020707,2025-04-09 22:22:55,Uso Indebido en el Extranjero,Medio,Falso Positivo,Limón
FRD004182,TRX0030456,2025-04-16 14:06:33,Suplantación de Comercio,Alto,Falso Positivo,Alajuela
FRD003765,TRX0033704,2026-03-17 06:20:27,Suplantación de Comercio,Alto,Confirmado,San José
FRD000135,TRX0033222,2024-10-18 03:59:26,Robo de Identidad,Medio,Falso Positivo,San José
FRD005229,TRX0026481,2025-07-31 20:06:22,Robo de Identidad,Medio,Falso Positivo, San José
FRD003075,TRX0024323,2024-10-07 06:05:41,Transacción No Reconocida,Bajo,Falso Positivo,Alajuela
FRD001334,TRX0035404,2025-10-19 11:15:31,Clonación de Tarjeta,Alto,En Investigación,Limón
FRD002965,TRX0032376,2025-09-14 20:07:37,Suplantación de Comercio,Bajo,Confirmado,alajuela
FRD006040,TRX0018095,2025-03-25 07:50:08,Robo de Identidad,Alto,Descartado,San José
FRD003729,TRX0000299,2025-06-28 23:31:43,Phishing,Medio,Descartado,San José
FRD000393,TRX0015349,2025-02-22 12:29:06,Phishing,Medio,Confirmado,San José
FRD007166,TRX0014387,2025-01-25 02:18:32,Suplantación de Comercio,Medio,En Investigación,San José
FRD003130,TRX0049085,2025-08-21 05:22:35,Uso Indebido en el Extranjero,Alto,En Investigación,san josé
FRD005703,TRX0020154,2026-01-01 02:25:44,Robo de Identidad,Medio,En Investigación,San José
FRD006802,TRX0045924,2026-02-27 00:34:12,Robo de Identidad,Bajo,Falso Positivo, Cartago
FRD002492,TRX0013734,2025-10-21 14:48:42,Robo de Identidad,Medio,Confirmado,Guanacaste
FRD005333,TRX0032158,2025-03-27 23:48:46,Robo de Identidad,Medio,En Investigación,Limón
FRD003796,TRX0041318,2026-03-21 16:30:08,Uso Indebido en el Extranjero,Alto,Confirmado,Limón
FRD004933,TRX0006391,2025-11-22 21:53:26,Transacción No Reconocida,Bajo,Falso Positivo,Puntarenas
FRD005506,TRX0003539,2024-11-24 12:13:19,Clonación de Tarjeta,Alto,Descartado,Alajuela
FRD006277,TRX0039952,2025-03-15 12:33:48,Suplantación de Comercio,Bajo,Confirmado,Limón
FRD003195,TRX0035204,2024-12-05 19:42:27,Clonación de Tarjeta,Medio,Falso Positivo,Guanacaste
FRD005495,TRX0041619,2025-04-23 06:10:47,Clonación de Tarjeta,Bajo,Confirmado,Puntarenas
FRD006840,TRX0029529,2024-07-04 16:36:47,Phishing,Bajo,Descartado,Hereda
FRD000441,TRX0011069,2026-05-09 13:27:11,Phishing,Medio,En Investigación,Heredia
FRD006646,TRX0016339,2025-04-19 10:24:59,Transacción No Reconocida,Medio,Descartado,Cartago
FRD005896,TRX0028675,2024-09-19 12:08:40,Robo de Identidad,Medio,Falso Positivo,San José
FRD000763,TRX0004706,2024-07-12 14:37:06,Clonación de Tarjeta,Bajo,Confirmado,Alajuela
FRD002251,TRX0007387,2026-01-29 18:38:42,Transacción No Reconocida,Bajo,Confirmado,Cartago
FRD006209,TRX0036684,2024-07-17 14:50:02,Clonación de Tarjeta,Medio,Falso Positivo,Cartgago
FRD000115,TRX0038926,2024-12-14 01:58:59,Phishing,Medio,Descartado,Limón
FRD005671,TRX0024633,2024-07-16 07:03:22,Transacción No Reconocida,Bajo,Falso Positivo,Alajuela
FRD007540,TRX0043254,2026-02-24 17:27:40,Suplantación de Comercio,Alto,Falso Positivo,Guanacaste
FRD001407,TRX0011875,2024-11-12 17:36:13,Robo de Identidad,Alto,Confirmado,Hereda
FRD006772,TRX0006319,2025-08-31 12:17:57,Uso Indebido en el Extranjero,Medio,Falso Positivo,Guanacaste
